"","IDBASE","TIPOC","tratamiento","trat_nivel","vali_febrero","vali","vali_total","vali_semana","vali_fin","recargas","recar_total","recar_semana","recar_fin","recar_fin","valor_recargas_total","valor_recarga_promedio","sald_promedio_antes","sald_promedio_despues","num_gastos","viajes_sitp","viajes_carro","semana_tratado","GENERO","diff","diff2","P22C","P22M","P3","automovil","moto","no_tiene_medio_trans","bici_pati","trabaja","estudia","casado","strata"
"152",1434,"Tratamiento 1",1,2,8.75,11,11,8,3,1,1,1,0,0,19000,19000,7800,26800,2,0,0,21,1,90,NA,7,10,5,0,0,1,0,1,0,0,3
"153",1435,"Tratamiento 2",1,1,14,8,8,4,4,2,2,1,1,1,10700,5350,0,5350,1,2,0,20,1,NA,180,NA,NA,7,1,1,0,0,1,0,0,2
"154",1440,"Tratamiento 1",1,2,20,15,15,15,0,2,2,2,0,0,17000,8500,1750,10250,1,1,0,20,1,150,NA,2,6,5,0,0,1,0,1,0,0,1
"155",1442,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,120,105,8,6,5,0,1,0,0,1,0,1,1
"156",1449,"Tratamiento 1",1,2,13,7,7,5,2,2,2,2,0,0,38000,19000,11300,30300,1,0,0,20,1,120,NA,6,5,4,1,0,0,0,1,0,0,3
"157",1452,"Tratamiento 1",1,2,0,11,11,9,2,2,2,2,0,0,10000,5000,1000,6000,2,1,0,25,1,60,NA,NA,99,2,0,0,1,0,1,0,0,3
"158",1466,"Control",0,0,22.5,4,4,4,0,1,1,1,0,0,100000,100000,29800,129800,1,0,0,1000,0,150,NA,30,15,1,0,0,1,0,1,0,0,1
"159",1468,"Control",0,0,0.75,5,5,5,0,1,1,0,1,1,70000,70000,2200,72200,1,1,0,1000,1,60,NA,10,15,5,1,0,0,0,1,0,0,2
"160",1479,"Control",0,0,5.75,14,14,8,6,2,2,1,1,1,40000,20000,1700,21700,1,0,0,1000,1,135,NA,3,4,5,0,0,0,1,1,0,0,2
"161",1483,"Tratamiento 2",1,1,14.5,9,9,9,0,3,3,3,0,0,16000,5333.33333333333,900,6233.33333333333,NA,NA,NA,21,1,140,NA,2,5,4,0,0,1,0,1,0,0,2
"162",1484,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,25,1,80,NA,1,2,3,0,1,0,0,1,0,0,2
"163",1510,"Tratamiento 2",1,1,24.75,26,26,20,6,1,1,0,1,1,21000,21000,28500,49500,1,1,0,20,0,120,NA,2,5,3,0,0,1,0,1,0,1,3
"164",1521,"Tratamiento 1",1,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,95,NA,NA,NA,4,1,0,0,1,1,0,0,2
"165",1522,"Tratamiento 1",1,2,22.5,24,24,17,7,0,0,0,0,0,0,0,0,0,1,2,0,20,0,NA,70,NA,NA,3,0,0,1,0,1,0,0,2
"166",1528,"Control",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,70,60,2,5,4,0,0,0,1,0,0,0,2
"167",1535,"Control",0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,60,NA,4,5,2,0,0,0,1,1,0,0,2
"168",1541,"Control",0,0,11.75,19,19,16,3,2,2,1,1,1,30000,15000,1050,16050,1,0,0,1000,1,90,NA,2,2,3,0,0,1,0,1,0,0,2
"169",1562,"Control",0,0,3.5,7,7,3,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,NA,120,NA,NA,4,0,0,0,1,1,0,0,2
"170",1564,"Control",0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,NA,60,NA,NA,5,0,0,1,0,1,0,0,2
"171",1565,"Control",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1000,1,100,NA,3,5,4,0,0,0,1,1,0,0,2
"172",1580,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,20,0,120,NA,2,10,2,0,0,1,0,1,0,0,3
"173",1604,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,80,NA,12,8,1,0,0,1,0,1,0,0,2
"174",1613,"Control",0,0,11.5,16,16,13,3,5,5,3,2,2,27000,5400,5020,10420,1,2,0,1000,1,130,NA,1,1,5,0,0,1,0,1,0,0,2
"175",1624,"Tratamiento 2",1,1,3.5,6,6,4,2,2,2,1,1,1,20000,10000,2100,12100,NA,NA,NA,1000,1,NA,90,NA,NA,2,0,0,1,0,1,0,0,2
"176",1627,"Control",0,0,1.5,2,2,2,0,1,1,1,0,0,5000,5000,0,5000,2,1,0,1000,1,NA,100,NA,NA,2,0,0,1,0,0,0,0,1
"177",1629,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,1,105,NA,8,15,6,0,0,0,1,1,0,0,2
"178",1638,"Control",0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,90,NA,9,15,5,0,0,1,0,1,0,0,1
"179",1640,"Tratamiento 1",1,2,12,13,13,11,2,4,4,3,1,1,31000,7750,600,8350,NA,NA,NA,1000,1,150,NA,3,4,8,0,0,1,0,1,0,0,1
"180",1648,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,20,1,NA,90,NA,NA,1,0,0,1,0,1,0,0,3
"181",1651,"Tratamiento 2",1,1,12.75,9,9,6,3,1,1,0,1,1,50000,50000,5900,55900,1,1,0,21,0,50,NA,10,10,3,0,0,1,0,1,0,1,2
"182",1652,"Tratamiento 2",1,1,4,7,7,6,1,2,2,2,0,0,26000,13000,1950,14950,1,1,0,20,1,120,60,1,1,3,0,0,1,0,1,0,0,1
"183",1661,"Control",0,0,13.75,2,2,0,2,0,0,0,0,0,0,0,0,0,7,0,2,1000,1,90,NA,NA,NA,5,0,0,1,0,1,0,0,2
"184",1665,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,90,NA,6,10,5,0,0,1,0,1,0,1,4
"185",1671,"Tratamiento 1",1,2,10.5,14,14,14,0,2,2,2,0,0,20000,10000,1450,11450,2,1,0,20,1,110,NA,3,7,1,0,0,1,0,1,0,0,2
"186",1672,"Control",0,0,2.5,2,2,0,2,1,1,0,1,1,5000,5000,600,5600,NA,NA,NA,1000,1,NA,135,NA,NA,2,0,0,1,0,1,0,0,3
"187",1684,"Tratamiento 1",1,2,6.75,11,11,7,4,2,2,2,0,0,17000,8500,600,9100,2,1,0,20,1,110,NA,2,10,4,0,0,0,1,1,0,0,2
"188",1690,"Tratamiento 1",1,2,0,11,11,8,3,1,1,1,0,0,28000,28000,0,28000,NA,NA,NA,26,1,60,60,2,5,5,0,0,1,0,0,0,0,1
"189",1691,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,21,1,90,NA,4,7,4,0,1,0,0,1,0,1,2
"190",1697,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,110,NA,3,5,4,0,0,0,1,1,0,1,2
"191",1702,"Tratamiento 2",1,1,8,8,8,7,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,1,105,NA,2,5,3,0,0,1,0,0,0,0,2
"192",1715,"Control",0,0,8,4,4,4,0,3,3,3,0,0,13000,4333.33333333333,3083.33333333333,7416.66666666667,2,1,0,1000,1,95,NA,5,10,4,0,0,1,0,1,0,1,3
"193",1724,"Tratamiento 1",1,2,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,90,NA,5,15,6,0,0,1,0,1,0,0,1
"194",1728,"Tratamiento 2",1,1,13,13,13,11,2,4,4,3,1,1,20000,5000,1575,6575,NA,NA,NA,1000,1,80,NA,4,7,3,0,0,1,0,1,0,0,1
"195",1736,"Control",0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1000,1,NA,150,NA,NA,2,0,0,1,0,1,0,0,2
"196",1749,"Control",0,0,11,9,9,7,2,2,2,2,0,0,22000,11000,2325,13325,1,0,0,1000,1,120,60,NA,NA,4,0,0,1,0,1,0,0,2
"197",1750,"Control",0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,50,NA,NA,NA,4,0,1,0,0,1,0,1,2
"198",1756,"Tratamiento 2",1,1,25.5,22,22,18,4,1,1,1,0,0,21000,21000,7200,28200,1,1,0,21,1,NA,65,NA,NA,2,0,0,1,0,1,0,0,2
"199",1770,"Tratamiento 2",1,1,11.25,19,19,16,3,2,2,2,0,0,40000,20000,3850,23850,1,2,0,20,0,60,NA,2,3,2,0,0,0,1,1,0,0,2
"200",1783,"Tratamiento 2",1,1,14,12,12,11,1,0,0,0,0,0,0,0,0,0,1,2,0,25,1,100,NA,15,15,2,0,0,1,0,1,0,0,2
"201",1786,"Tratamiento 2",1,1,11.5,11,11,11,0,2,2,2,0,0,30000,15000,0,15000,1,2,0,21,1,90,NA,3,1,4,1,0,0,0,1,0,1,2
"202",1823,"Control",0,0,14.75,21,21,16,5,2,2,2,0,0,35000,17500,1100,18600,4,2,0,1000,1,50,NA,3,15,5,1,1,0,0,1,0,0,3
"203",1827,"Tratamiento 1",1,2,0.75,3,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,20,1,70,30,1,10,3,0,0,1,0,0,0,0,3
"204",1829,"Tratamiento 2",1,1,11.25,21,21,14,7,2,2,2,0,0,40000,20000,1500,21500,2,2,0,20,1,150,NA,2,5,3,0,0,1,0,1,0,0,2
"205",1831,"Tratamiento 1",1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20,1,70,NA,2,5,3,0,1,0,1,1,0,0,1
"206",1833,"Tratamiento 1",1,2,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,1,60,NA,7,5,2,0,0,1,0,1,0,0,1
"207",1837,"Tratamiento 2",1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,10,75,NA,NA,2,0,0,1,0,1,0,0,3
"208",1851,"Control",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,1,70,NA,8,10,2,0,0,1,0,1,0,0,2
"209",1852,"Tratamiento 1",1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,21,0,90,NA,NA,NA,5,1,0,0,1,1,0,1,2
"210",1858,"Tratamiento 2",1,1,1,8,8,6,2,0,0,0,0,0,0,0,0,0,2,0,0,21,1,40,120,NA,NA,2,0,0,1,0,1,0,0,2
"211",1859,"Control",0,0,3.25,9,9,5,4,2,2,2,0,0,13000,6500,3150,9650,NA,NA,NA,1000,0,105,NA,5,7,3,0,0,0,1,1,0,0,2
"212",1865,"Control",0,0,9.25,9,9,9,0,1,1,1,0,0,20000,20000,2500,22500,NA,NA,NA,1000,0,30,NA,2,3,3,1,0,0,0,1,0,1,3
"213",1875,"Tratamiento 2",1,1,8.5,11,11,11,0,1,1,1,0,0,10000,10000,700,10700,1,0,0,20,1,NA,90,NA,NA,4,0,0,0,1,1,0,0,2
"214",1886,"Tratamiento 1",1,2,8,13,13,13,0,1,1,1,0,0,50000,50000,37350,87350,4,1,0,21,1,45,60,2,3,3,0,0,1,0,0,0,0,2
"215",1909,"Control",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,5,120,NA,NA,4,0,0,0,1,0,0,0,3
"216",1917,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,0,30,NA,10,15,2,0,0,1,0,1,0,1,1
"217",1922,"Control",0,0,14.25,21,21,15,6,2,2,2,0,0,35000,17500,6000,23500,1,2,0,1000,1,60,810,3,10,2,0,0,1,0,1,0,0,1
"218",1924,"Control",0,0,23.25,14,14,11,3,2,2,2,0,0,20000,10000,450,10450,1,1,0,1000,1,60,90,4,4,3,0,0,0,1,1,0,0,1
"219",1928,"Control",0,0,10.25,10,10,10,0,2,2,2,0,0,20250,10125,3450,13575,1,0,0,1000,1,80,NA,2,5,4,0,0,1,0,1,0,1,3
"220",1931,"Control",0,0,0.25,10,10,8,2,4,4,3,1,1,29000,7250,425,7675,1,1,0,1000,1,300,180,2,10,4,0,0,1,0,1,0,0,1
"221",1952,"Control",0,0,18.75,18,18,16,2,1,1,1,0,0,30000,30000,0,30000,1,1,0,1000,0,60,NA,2,6,4,0,0,1,0,1,0,1,3
"222",1963,"Control",0,0,9.5,10,10,9,1,1,1,1,0,0,11000,11000,1200,12200,1,1,0,1000,1,NA,45,NA,NA,3,1,0,0,1,1,0,1,3
"223",1976,"Control",0,0,8.75,12,12,9,3,5,5,4,1,1,26500,5300,340,5640,1,1,0,1000,0,15,75,NA,NA,3,0,0,0,1,1,0,0,2
"224",1989,"Control",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,120,NA,5,10,5,1,0,0,0,1,0,0,2
"225",1998,"Control",0,0,13.75,21,21,18,3,4,4,3,1,1,35000,8750,1375,10125,NA,NA,NA,1000,0,95,NA,7,7,4,0,0,1,0,1,0,1,2
"226",2006,"Control",0,0,2.25,12,12,7,5,3,3,1,2,2,24000,8000,2300,10300,1,0,0,1000,0,210,150,10,15,4,0,0,1,0,0,0,0,2
"227",2012,"Control",0,0,2.25,8,8,6,2,2,2,1,1,1,13000,6500,700,7200,1,1,0,1000,1,150,60,NA,NA,4,0,0,1,0,1,0,0,2
"228",2014,"Control",0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,60,NA,2,6,5,0,0,0,0,1,0,1,2
"229",2023,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,90,90,2,3,7,0,0,0,1,1,0,0,2
"230",2065,"Control",0,0,20.5,18,18,18,0,1,1,1,0,0,20000,20000,1100,21100,1,2,0,1000,0,90,NA,1,5,3,0,0,0,1,1,0,1,3
"231",2073,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,120,120,10,7,1,0,0,1,0,1,0,0,2
"232",2079,"Control",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,120,90,2,4,2,0,0,1,0,1,0,0,1
"233",2134,"Control",0,0,12.5,21,21,18,3,3,3,1,2,2,45000,15000,4283.33333333333,19283.3333333333,NA,NA,NA,1000,1,75,NA,2,3,3,0,0,0,1,1,0,0,2
"234",2144,"Control",0,0,27.5,35,35,28,7,7,7,6,1,1,39100,5585.71428571429,0,5585.71428571429,NA,NA,NA,1000,0,NA,90,NA,NA,4,0,0,1,0,1,0,1,2
"235",2151,"Control",0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,80,NA,2,10,4,0,0,1,0,1,0,0,2
"236",2183,"Control",0,0,1.25,10,10,10,0,1,1,1,0,0,10000,10000,0,10000,1,2,0,1000,1,NA,60,NA,NA,4,0,0,1,0,0,0,1,2
"237",2190,"Control",0,0,33,31,31,26,5,2,2,2,0,0,70000,35000,9350,44350,1,1,0,1000,1,90,NA,1,3,2,0,0,1,0,1,0,1,2
"238",2197,"Control",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,15,5,NA,NA,3,0,0,0,1,1,1,0,2
"239",2225,"Control",0,0,5.5,3,3,3,0,1,1,1,0,0,3000,3000,3750,6750,NA,NA,NA,1000,1,65,NA,NA,NA,7,0,0,0,1,0,0,0,2
"240",2238,"Control",0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,90,NA,3,5,5,0,0,1,0,1,0,0,2
"241",2239,"Control",0,0,1.5,10,10,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,NA,120,NA,NA,3,1,0,0,1,1,0,0,2
"242",2244,"Control",0,0,0.5,5,5,5,0,2,2,2,0,0,13000,6500,1700,8200,2,2,0,1000,1,60,NA,7,10,3,0,0,1,0,1,0,0,2
"243",2279,"Control",0,0,10,4,4,4,0,0,0,0,0,0,0,0,0,0,3,1,0,1000,1,70,75,3,10,5,0,1,0,0,1,0,1,2
"244",2283,"Control",0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,NA,75,NA,NA,3,0,0,1,0,1,0,0,2
"245",2287,"Control",0,0,16.75,9,9,9,0,3,3,3,0,0,16000,5333.33333333333,2666.66666666667,8000,1,0,0,1000,0,65,60,1,1,2,0,0,1,0,0,0,1,3
"246",2290,"Control",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1000,0,100,NA,3,3,3,1,0,0,0,1,0,0,2
"247",2299,"Control",0,0,8,9,9,9,0,2,2,2,0,0,15000,7500,300,7800,7,1,3,1000,0,NA,60,NA,NA,2,0,0,1,0,1,1,0,2
"248",2301,"Control",0,0,16.75,28,28,22,6,4,4,4,0,0,24000,6000,3325,9325,NA,NA,NA,1000,1,NA,120,NA,NA,2,1,0,0,0,1,0,0,2
"249",2304,"Control",0,0,25.5,21,21,21,0,1,1,1,0,0,30000,30000,1400,31400,NA,NA,NA,1000,1,80,NA,2,5,4,0,0,1,0,1,0,1,2
"250",2308,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,20,60,NA,NA,5,0,0,1,0,0,1,0,2
"251",2310,"Control",0,0,16,18,18,18,0,4,4,4,0,0,30000,7500,300,7800,NA,NA,NA,1000,1,120,NA,2,10,3,0,0,0,1,1,0,1,1
"252",2314,"Control",0,0,0,2,2,0,2,1,1,1,0,0,10000,10000,6300,16300,NA,NA,NA,1000,0,NA,150,NA,NA,5,0,0,0,1,1,0,0,2
"253",2323,"Control",0,0,9.75,12,12,10,2,1,1,1,0,0,20000,20000,1400,21400,NA,NA,NA,1000,1,90,120,4,10,5,0,1,0,0,1,0,0,2
"254",2326,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,0,60,NA,2,2,8,0,0,0,1,1,0,0,2
"255",2342,"Control",0,0,0.5,13,13,13,0,2,2,2,0,0,25000,12500,2250,14750,1,2,0,1000,1,75,NA,NA,NA,6,0,0,0,1,1,0,0,1
"256",2345,"Control",0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,NA,90,NA,NA,4,0,0,1,0,0,0,1,2
"257",2353,"Control",0,0,12.75,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,1,110,NA,1,5,3,0,1,0,0,0,0,1,2
"258",2361,"Control",0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,30,30,1,2,3,1,0,0,0,0,0,1,4
"259",2368,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,60,60,NA,NA,3,1,0,0,0,1,0,1,3
"260",2377,"Control",0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,220,120,NA,NA,2,0,0,1,0,1,0,0,1
"261",2379,"Control",0,0,10,22,22,17,5,5,5,4,1,1,28900,5780,880,6660,1,0,0,1000,1,100,NA,2,3,2,0,0,1,0,1,0,0,2
"262",2387,"Control",0,0,5,17,17,14,3,4,4,3,1,1,31000,7750,1625,9375,1,1,0,1000,1,70,NA,1,3,3,0,1,0,0,1,0,0,2
"263",2388,"Control",0,0,13,6,6,6,0,3,3,3,0,0,19500,6500,433.333333333333,6933.33333333333,1,2,0,1000,1,NA,120,NA,NA,4,0,0,1,0,1,0,0,1
"264",2397,"Control",0,0,5,4,4,4,0,1,1,1,0,0,20000,20000,0,20000,2,0,0,1000,0,75,NA,2,3,4,0,0,0,1,1,0,1,2
"265",2400,"Control",0,0,7,13,13,13,0,3,3,3,0,0,26000,8666.66666666667,2900,11566.6666666667,NA,NA,NA,1000,1,135,NA,3,5,6,0,0,1,0,1,0,1,2
"266",2409,"Control",0,0,10.5,13,13,10,3,2,2,2,0,0,25000,12500,1150,13650,NA,NA,NA,1000,1,120,NA,2,6,4,0,1,0,0,1,1,0,2
"267",2411,"Control",0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,165,NA,1,5,5,0,0,1,0,1,0,0,1
"268",2413,"Control",0,0,3.5,4,4,4,0,2,2,2,0,0,9000,4500,2200,6700,NA,NA,NA,1000,0,150,NA,5,15,2,0,0,1,0,0,0,0,1
"269",2423,"Control",0,0,2,4,4,2,2,0,0,0,0,0,0,0,0,0,3,1,1,1000,1,NA,100,NA,NA,6,0,0,0,1,1,0,0,1
"270",2429,"Control",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,90,NA,5,5,3,0,0,1,0,1,0,0,2
"271",2437,"Control",0,0,3.75,15,15,9,6,3,3,3,0,0,15000,5000,66.6666666666667,5066.66666666667,1,1,0,1000,0,150,60,1,1,4,0,0,1,0,1,0,0,2
"272",2445,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,90,NA,5,10,4,0,0,1,0,1,0,0,2
"273",2447,"Control",0,0,13,19,19,14,5,6,6,6,0,0,30000,5000,2858.33333333333,7858.33333333333,NA,NA,NA,1000,1,90,NA,4,15,3,0,0,1,0,1,0,0,3
"274",2452,"Control",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1000,1,60,150,3,5,3,0,0,1,0,0,0,0,1
"275",2456,"Control",0,0,7.25,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,50,90,NA,NA,2,1,0,0,0,1,0,0,2
"276",2470,"Control",0,0,13.5,12,12,9,3,3,3,2,1,1,30000,10000,600,10600,NA,NA,NA,1000,1,100,NA,10,10,4,1,0,0,0,1,0,0,2
"277",2493,"Control",0,0,3.25,4,4,3,1,1,1,0,1,1,10000,10000,0,10000,NA,NA,NA,1000,1,150,NA,1,1,2,0,0,1,0,1,0,0,2
"278",2508,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,120,90,10,15,2,1,1,0,0,1,0,0,2
"279",2512,"Control",0,0,2.5,0,0,0,0,1,1,0,1,1,4000,4000,650,4650,2,0,0,1000,1,NA,60,NA,NA,2,0,0,1,0,0,0,0,2
"280",2513,"Control",0,0,17.25,2,2,2,0,1,1,1,0,0,5000,5000,0,5000,NA,NA,NA,1000,0,80,NA,1,1,5,0,0,0,1,1,0,0,2
"281",2516,"Control",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,150,NA,1,5,4,0,0,1,0,1,0,0,2
"282",2522,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,50,NA,6,10,4,1,0,0,1,1,0,1,2
"283",2527,"Control",0,0,8.5,12,12,10,2,2,2,2,0,0,30000,15000,6100,21100,1,2,0,1000,0,70,NA,15,15,4,0,0,0,1,1,0,1,2
"284",2530,"Control",0,0,12.75,12,12,10,2,2,2,1,1,1,112000,56000,1800,57800,1,2,0,1000,1,NA,90,NA,NA,2,0,0,0,1,1,0,0,2
"285",2554,"Control",0,0,18.25,23,23,20,3,3,3,3,0,0,38000,12666.6666666667,450,13116.6666666667,NA,NA,NA,1000,1,40,NA,4,10,4,0,0,1,0,1,0,0,2
"286",2562,"Control",0,0,2,21,21,14,7,4,4,3,1,1,26000,6500,4925,11425,1,1,0,1000,1,NA,30,NA,NA,5,0,0,0,1,1,0,0,2
"287",2567,"Control",0,0,13.5,14,14,8,6,1,1,0,1,1,10000,10000,17200,27200,3,2,0,1000,0,120,NA,15,10,3,0,0,1,0,1,0,0,1
"288",2568,"Control",0,0,22.25,27,27,22,5,3,3,3,0,0,35000,11666.6666666667,516.666666666667,12183.3333333333,NA,NA,NA,1000,1,NA,80,NA,NA,4,0,0,1,0,1,0,0,1
"289",2574,"Control",0,0,16.5,22,22,16,6,5,5,4,1,1,39000,7800,0,7800,3,1,0,1000,1,105,NA,3,4,8,0,0,0,1,1,0,1,1
"290",2580,"Control",0,0,27,6,6,5,1,1,1,1,0,0,5000,5000,0,5000,1,2,0,1000,0,60,840,NA,NA,4,1,0,0,0,1,0,0,1
"291",2605,"Control",0,0,13.75,17,17,14,3,3,3,2,1,1,30000,10000,700,10700,NA,NA,NA,1000,1,60,NA,4,5,3,0,0,1,0,1,0,0,3
"292",2617,"Control",0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,15,60,NA,NA,5,0,0,1,0,1,0,0,2
"293",2621,"Control",0,0,20.5,23,23,22,1,2,2,2,0,0,30000,15000,0,15000,5,2,0,1000,1,105,NA,10,7,4,0,0,0,1,1,0,0,2
"294",2640,"Control",0,0,0.25,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,70,NA,3,7,3,1,0,0,1,1,0,1,3
"295",2648,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,90,NA,10,10,4,0,0,1,0,1,0,1,3
"296",2662,"Control",0,0,8.5,3,3,3,0,1,1,1,0,0,5000,5000,0,5000,1,1,0,1000,1,NA,120,NA,NA,2,0,0,0,1,1,0,0,3
"297",2689,"Control",0,0,13.5,15,15,12,3,2,2,1,1,1,32000,16000,5950,21950,NA,NA,NA,1000,1,30,NA,1,3,2,0,0,1,0,1,0,0,2
"298",2700,"Control",0,0,4,5,5,2,3,2,2,2,0,0,20000,10000,3150,13150,NA,NA,NA,1000,0,40,NA,1,1,2,0,1,0,1,1,0,0,2
"299",2710,"Control",0,0,0.5,12,12,9,3,3,3,3,0,0,32000,10666.6666666667,266.666666666667,10933.3333333333,NA,NA,NA,1000,0,90,NA,3,5,3,0,0,1,0,1,0,0,2
"300",2748,"Control",0,0,11.75,13,13,9,4,2,2,2,0,0,20600,10300,3200,13500,NA,NA,NA,1000,1,45,NA,5,10,8,0,0,0,1,0,0,1,2
"301",2754,"Control",0,0,2.25,11,11,9,2,5,5,4,1,1,21000,4200,3440,7640,NA,NA,NA,1000,1,NA,110,NA,NA,2,0,0,1,0,1,0,0,1
"302",2769,"Control",0,0,12.5,16,16,13,3,1,1,1,0,0,50000,50000,10800,60800,1,1,0,1000,1,90,NA,5,5,3,0,0,1,0,1,0,0,2
"303",2777,"Control",0,0,6.75,6,6,6,0,0,0,0,0,0,0,0,0,0,2,2,0,1000,1,75,NA,3,5,5,0,0,1,0,1,0,1,1
"304",2814,"Control",0,0,21.75,26,26,25,1,4,4,2,2,2,32000,8000,3525,11525,1,2,0,1000,1,155,NA,1,5,4,0,0,1,0,1,0,0,2
"305",2818,"Control",0,0,30.5,32,32,25,7,2,2,1,1,1,35000,17500,850,18350,NA,NA,NA,1000,0,65,NA,4,10,4,0,0,1,0,1,0,1,2
"306",2838,"Control",0,0,6,4,4,2,2,1,1,0,1,1,15000,15000,0,15000,NA,NA,NA,1000,1,NA,75,NA,NA,2,0,0,1,0,1,0,0,2
"307",2870,"Control",0,0,4.5,8,8,6,2,3,3,3,0,0,25000,8333.33333333333,1566.66666666667,9900,1,2,0,1000,1,60,105,2,10,5,0,0,1,0,1,0,0,2
"308",2871,"Control",0,0,9.5,12,12,12,0,1,1,1,0,0,10000,10000,0,10000,1,2,0,1000,1,120,NA,3,10,2,0,0,1,0,1,0,0,2
"309",2894,"Control",0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,45,NA,5,10,4,0,0,1,0,1,0,1,2
